Item,Response,Participant,Group,Dimension
6,1,516,China,Purity
7,5,517,China,Care
8,4,1,China,Equality
9,4,2,China,Proportionality
10,4,3,China,Loyalty
11,2,4,China,Authority
12,4,5,China,Purity
13,4,6,China,Care
14,3,7,China,Equality
15,3,8,China,Proportionality
16,5,9,China,Loyalty
17,3,10,China,Authority
18,4,11,China,Purity
19,4,12,China,Care
20,3,13,China,Equality
21,5,14,China,Proportionality
22,3,15,China,Loyalty
23,5,16,China,Authority
24,3,17,China,Purity
25,3,18,China,Care
26,4,19,China,Equality
27,5,20,China,Proportionality
28,5,21,China,Loyalty
29,5,22,China,Authority
30,3,23,China,Purity
31,3,24,China,Care
32,1,25,China,Equality
33,2,26,China,Proportionality
34,2,27,China,Loyalty
35,4,28,China,Authority
36,4,29,China,Purity
1,2,30,China,Care
2,2,31,China,Equality
3,1,32,China,Proportionality
4,4,33,China,Loyalty
5,2,34,China,Authority
6,4,35,China,Purity
7,3,36,China,Care
8,1,37,China,Equality
9,5,38,China,Proportionality
10,4,39,China,Loyalty
11,4,40,China,Authority
12,1,41,China,Purity
13,2,42,China,Care
14,2,43,China,Equality
15,5,44,China,Proportionality
16,5,45,China,Loyalty
17,4,46,China,Authority
18,2,47,China,Purity
19,5,48,China,Care
20,3,49,China,Equality
21,2,50,China,Proportionality
22,5,51,China,Loyalty
23,4,52,China,Authority
24,2,53,China,Purity
25,3,54,China,Care
26,2,55,China,Equality
27,3,56,China,Proportionality
28,5,57,China,Loyalty
29,3,58,China,Authority
30,1,59,China,Purity
31,3,60,China,Care
32,1,61,China,Equality
33,1,62,China,Proportionality
34,1,63,China,Loyalty
35,5,64,China,Authority
36,2,65,China,Purity
1,3,66,China,Care
2,3,67,China,Equality
3,5,68,China,Proportionality
4,5,69,China,Loyalty
5,1,70,China,Authority
6,2,71,China,Purity
7,2,72,China,Care
8,1,73,China,Equality
9,3,74,China,Proportionality
10,2,75,China,Loyalty
11,5,76,China,Authority
12,1,77,China,Purity
13,5,78,China,Care
14,3,79,China,Equality
15,3,80,China,Proportionality
16,1,81,China,Loyalty
17,4,82,China,Authority
18,1,83,China,Purity
19,2,84,China,Care
20,1,85,China,Equality
21,3,86,China,Proportionality
22,2,87,China,Loyalty
23,3,88,China,Authority
24,1,89,China,Purity
25,1,90,China,Care
26,1,91,China,Equality
27,4,92,China,Proportionality
28,4,93,China,Loyalty
29,1,94,China,Authority
30,4,95,China,Purity
31,3,96,China,Care
32,5,97,China,Equality
33,4,98,China,Proportionality
34,3,99,China,Loyalty
35,4,100,China,Authority
36,4,101,China,Purity
1,5,102,China,Care
2,1,103,China,Equality
3,4,104,China,Proportionality
4,2,105,China,Loyalty
5,1,106,China,Authority
6,1,107,China,Purity
7,2,108,China,Care
8,4,109,China,Equality
9,1,110,China,Proportionality
10,3,111,China,Loyalty
11,4,112,China,Authority
12,1,113,China,Purity
13,3,114,China,Care
14,3,115,China,Equality
15,1,116,China,Proportionality
16,5,117,China,Loyalty
17,4,118,China,Authority
18,2,119,China,Purity
19,3,120,China,Care
20,3,121,China,Equality
21,3,122,China,Proportionality
22,1,123,China,Loyalty
23,2,124,China,Authority
24,4,125,China,Purity
25,4,126,China,Care
26,5,127,China,Equality
27,1,128,China,Proportionality
28,4,129,China,Loyalty
29,4,130,China,Authority
30,5,131,China,Purity
31,2,132,China,Care
32,1,133,China,Equality
33,4,134,China,Proportionality
34,2,135,China,Loyalty
35,3,136,China,Authority
36,5,137,China,Purity
1,1,138,China,Care
2,4,139,China,Equality
3,5,140,China,Proportionality
4,1,141,China,Loyalty
5,4,142,China,Authority
6,1,143,China,Purity
7,2,144,China,Care
8,4,145,China,Equality
9,1,146,China,Proportionality
10,5,147,China,Loyalty
11,3,148,China,Authority
12,4,149,China,Purity
13,1,150,China,Care
14,4,151,China,Equality
15,1,152,China,Proportionality
16,2,153,China,Loyalty
17,3,154,China,Authority
18,4,155,China,Purity
19,1,156,China,Care
20,1,157,China,Equality
21,3,158,China,Proportionality
22,1,159,China,Loyalty
23,3,160,China,Authority
24,4,161,China,Purity
25,3,162,China,Care
26,5,163,China,Equality
27,4,164,China,Proportionality
28,4,165,China,Loyalty
29,2,166,China,Authority
30,5,167,China,Purity
31,3,168,China,Care
32,1,169,China,Equality
33,2,170,China,Proportionality
34,3,171,China,Loyalty
35,1,172,China,Authority
36,2,173,China,Purity
1,5,174,China,Care
2,2,175,China,Equality
3,3,176,China,Proportionality
4,3,177,China,Loyalty
5,1,178,China,Authority
6,1,179,China,Purity
7,4,180,China,Care
8,4,181,China,Equality
9,3,182,China,Proportionality
10,2,183,China,Loyalty
11,2,184,China,Authority
12,5,185,China,Purity
13,5,186,China,Care
14,3,187,China,Equality
15,2,188,China,Proportionality
16,1,189,China,Loyalty
17,1,190,China,Authority
18,2,191,China,Purity
19,5,192,China,Care
20,4,193,China,Equality
21,3,194,China,Proportionality
22,2,195,China,Loyalty
23,2,196,China,Authority
24,1,197,China,Purity
25,3,198,China,Care
26,4,199,China,Equality
27,2,200,China,Proportionality
28,5,201,China,Loyalty
29,1,202,China,Authority
30,4,203,China,Purity
31,3,204,China,Care
32,4,205,China,Equality
33,5,206,China,Proportionality
34,5,207,China,Loyalty
35,4,208,China,Authority
36,4,209,China,Purity
1,4,210,China,Care
2,4,211,China,Equality
3,3,212,China,Proportionality
4,5,213,China,Loyalty
5,5,214,China,Authority
6,4,215,China,Purity
7,1,216,China,Care
8,4,217,China,Equality
9,2,218,China,Proportionality
10,2,219,China,Loyalty
11,1,220,China,Authority
12,1,221,China,Purity
13,1,222,China,Care
14,5,223,China,Equality
15,5,224,China,Proportionality
16,1,225,China,Loyalty
17,2,226,China,Authority
18,1,227,China,Purity
19,5,228,China,Care
20,3,229,China,Equality
21,2,230,China,Proportionality
22,2,231,China,Loyalty
23,4,232,China,Authority
24,3,233,China,Purity
25,5,234,China,Care
26,2,235,China,Equality
27,4,236,China,Proportionality
28,3,237,China,Loyalty
29,5,238,China,Authority
30,5,239,China,Purity
31,5,240,China,Care
32,3,241,China,Equality
33,4,242,China,Proportionality
34,2,243,China,Loyalty
35,4,244,China,Authority
36,4,245,China,Purity
1,2,246,China,Care
2,2,247,China,Equality
3,1,248,China,Proportionality
4,3,249,China,Loyalty
5,2,250,China,Authority
6,1,251,China,Purity
7,2,252,China,Care
8,5,253,China,Equality
9,5,254,China,Proportionality
10,4,255,China,Loyalty
11,3,256,China,Authority
12,5,257,China,Purity
13,2,258,China,Care
14,4,259,China,Equality
15,5,260,China,Proportionality
16,5,261,China,Loyalty
17,5,262,China,Authority
18,2,263,China,Purity
19,3,264,China,Care
20,1,265,China,Equality
21,2,266,China,Proportionality
22,2,267,China,Loyalty
23,4,268,China,Authority
24,4,269,China,Purity
25,3,270,China,Care
26,3,271,China,Equality
27,4,272,China,Proportionality
28,3,273,China,Loyalty
29,5,274,China,Authority
30,1,275,China,Purity
31,4,276,China,Care
32,1,277,China,Equality
33,4,278,China,Proportionality
34,1,279,China,Loyalty
35,1,280,China,Authority
36,4,281,China,Purity
1,4,282,China,Care
2,2,283,China,Equality
3,3,284,China,Proportionality
4,2,285,China,Loyalty
5,4,286,China,Authority
6,4,287,China,Purity
7,2,288,China,Care
8,3,289,China,Equality
9,4,290,China,Proportionality
10,5,291,China,Loyalty
11,4,292,China,Authority
12,5,293,China,Purity
13,3,294,China,Care
14,4,295,China,Equality
15,5,296,China,Proportionality
16,4,297,China,Loyalty
17,4,298,China,Authority
18,5,299,China,Purity
19,3,300,China,Care
20,3,301,China,Equality
21,3,302,China,Proportionality
22,5,303,China,Loyalty
23,2,304,China,Authority
24,3,305,China,Purity
25,2,306,China,Care
26,4,307,China,Equality
27,4,308,China,Proportionality
28,4,309,China,Loyalty
29,5,310,China,Authority
30,4,311,China,Purity
31,3,312,China,Care
32,1,313,China,Equality
33,3,314,China,Proportionality
34,1,315,China,Loyalty
35,5,316,China,Authority
36,1,317,China,Purity
1,4,318,China,Care
2,5,319,China,Equality
3,4,320,China,Proportionality
4,4,321,China,Loyalty
5,1,322,China,Authority
6,1,323,China,Purity
7,2,324,China,Care
8,4,325,China,Equality
9,2,326,China,Proportionality
10,4,327,China,Loyalty
11,5,328,China,Authority
12,3,329,China,Purity
13,5,330,China,Care
14,5,331,China,Equality
15,1,332,China,Proportionality
16,4,333,China,Loyalty
17,3,334,China,Authority
18,3,335,China,Purity
19,2,336,China,Care
20,3,337,China,Equality
21,2,338,China,Proportionality
22,4,339,China,Loyalty
23,4,340,China,Authority
24,2,341,China,Purity
25,2,342,China,Care
26,4,343,China,Equality
27,5,344,China,Proportionality
28,5,345,China,Loyalty
29,2,346,China,Authority
30,3,347,China,Purity
31,4,348,China,Care
32,2,349,China,Equality
33,5,350,China,Proportionality
34,3,351,China,Loyalty
35,4,352,China,Authority
36,5,353,China,Purity
1,5,354,China,Care
2,2,355,China,Equality
3,2,356,China,Proportionality
4,2,357,China,Loyalty
5,1,358,China,Authority
6,4,359,China,Purity
7,4,360,China,Care
8,4,361,China,Equality
9,4,362,China,Proportionality
10,4,363,China,Loyalty
11,4,364,China,Authority
12,4,365,China,Purity
13,5,366,China,Care
14,4,367,China,Equality
15,4,368,China,Proportionality
16,3,369,China,Loyalty
17,2,370,China,Authority
18,3,371,China,Purity
19,2,372,China,Care
20,5,373,China,Equality
21,2,374,China,Proportionality
22,5,375,China,Loyalty
23,2,376,China,Authority
24,5,377,China,Purity
25,2,378,China,Care
26,2,379,China,Equality
27,3,380,China,Proportionality
28,4,381,China,Loyalty
29,3,382,China,Authority
30,5,383,China,Purity
31,4,384,China,Care
32,1,385,China,Equality
33,2,386,China,Proportionality
34,2,387,China,Loyalty
35,5,388,China,Authority
36,5,389,China,Purity
1,2,390,China,Care
2,5,391,China,Equality
3,3,392,China,Proportionality
4,3,393,China,Loyalty
5,5,394,China,Authority
6,3,395,China,Purity
7,2,396,China,Care
8,3,397,China,Equality
9,2,398,China,Proportionality
10,3,399,China,Loyalty
11,1,400,China,Authority
12,1,401,China,Purity
13,3,402,China,Care
14,1,403,China,Equality
15,5,404,China,Proportionality
16,5,405,China,Loyalty
17,2,406,China,Authority
18,4,407,China,Purity
19,2,408,China,Care
20,1,409,China,Equality
21,2,410,China,Proportionality
22,5,411,China,Loyalty
23,2,412,China,Authority
24,1,413,China,Purity
25,5,414,China,Care
26,1,415,China,Equality
27,4,416,China,Proportionality
28,4,417,China,Loyalty
29,3,418,China,Authority
30,2,419,China,Purity
31,5,420,China,Care
32,5,421,China,Equality
33,4,422,China,Proportionality
34,3,423,China,Loyalty
35,4,424,China,Authority
36,3,425,China,Purity
1,1,426,China,Care
2,4,427,China,Equality
3,2,428,China,Proportionality
4,3,429,China,Loyalty
5,2,430,China,Authority
6,4,431,China,Purity
7,3,432,China,Care
8,2,433,China,Equality
9,4,434,China,Proportionality
10,5,435,China,Loyalty
11,5,436,China,Authority
12,4,437,China,Purity
13,4,438,China,Care
14,5,439,China,Equality
15,3,440,China,Proportionality
16,1,441,China,Loyalty
17,3,442,China,Authority
18,3,443,China,Purity
19,2,444,China,Care
20,4,445,China,Equality
21,2,446,China,Proportionality
22,2,447,China,Loyalty
23,5,448,China,Authority
24,2,449,China,Purity
25,3,450,China,Care
26,5,451,China,Equality
27,4,452,China,Proportionality
28,4,453,China,Loyalty
29,3,454,China,Authority
30,1,455,China,Purity
31,5,456,China,Care
32,1,457,China,Equality
33,3,458,China,Proportionality
34,1,459,China,Loyalty
35,2,460,China,Authority
36,3,461,China,Purity
1,3,462,China,Care
2,5,463,China,Equality
3,3,464,China,Proportionality
4,4,465,China,Loyalty
5,3,466,China,Authority
6,5,467,China,Purity
7,2,468,China,Care
8,2,469,China,Equality
9,1,470,China,Proportionality
10,3,471,China,Loyalty
11,4,472,China,Authority
12,2,473,China,Purity
13,4,474,China,Care
14,4,475,China,Equality
15,5,476,China,Proportionality
16,1,477,China,Loyalty
17,4,478,China,Authority
18,2,479,China,Purity
19,2,480,China,Care
20,4,481,China,Equality
21,5,482,China,Proportionality
22,3,483,China,Loyalty
23,1,484,China,Authority
24,4,485,China,Purity
25,2,486,China,Care
26,2,487,China,Equality
27,4,488,China,Proportionality
28,2,489,China,Loyalty
29,2,490,China,Authority
30,3,491,China,Purity
31,4,492,China,Care
32,3,493,China,Equality
33,3,494,China,Proportionality
34,3,495,China,Loyalty
35,4,496,China,Authority
36,4,497,China,Purity
1,3,498,China,Care
2,2,499,China,Equality
3,1,500,China,Proportionality
4,1,501,China,Loyalty
5,2,502,China,Authority
6,1,503,China,Purity
7,5,504,China,Care
8,3,505,China,Equality
9,1,506,China,Proportionality
10,4,507,China,Loyalty
11,3,508,China,Authority
12,4,509,China,Purity
13,1,510,China,Care
14,3,511,China,Equality
15,4,512,China,Proportionality
16,2,513,China,Loyalty
17,1,514,China,Authority
18,3,515,China,Purity
19,3,516,China,Care
20,4,517,China,Equality
21,1,1,China,Proportionality
22,1,2,China,Loyalty
23,2,3,China,Authority
24,2,4,China,Purity
25,2,5,China,Care
26,2,6,China,Equality
27,3,7,China,Proportionality
28,2,8,China,Loyalty
29,1,9,China,Authority
30,2,10,China,Purity
31,1,11,China,Care
32,4,12,China,Equality
33,2,13,China,Proportionality
34,3,14,China,Loyalty
35,2,15,China,Authority
36,4,16,China,Purity
1,4,17,China,Care
2,4,18,China,Equality
3,1,19,China,Proportionality
4,3,20,China,Loyalty
5,3,21,China,Authority
6,4,22,China,Purity
7,5,23,China,Care
8,3,24,China,Equality
9,1,25,China,Proportionality
10,4,26,China,Loyalty
11,4,27,China,Authority
12,4,28,China,Purity
13,3,29,China,Care
14,2,30,China,Equality
15,4,31,China,Proportionality
16,3,32,China,Loyalty
17,3,33,China,Authority
18,4,34,China,Purity
19,5,35,China,Care
20,2,36,China,Equality
21,3,37,China,Proportionality
22,2,38,China,Loyalty
23,3,39,China,Authority
24,3,40,China,Purity
25,3,41,China,Care
26,2,42,China,Equality
27,2,43,China,Proportionality
28,4,44,China,Loyalty
29,3,45,China,Authority
30,3,46,China,Purity
31,2,47,China,Care
32,4,48,China,Equality
33,1,49,China,Proportionality
34,3,50,China,Loyalty
35,2,51,China,Authority
36,3,52,China,Purity
1,1,53,China,Care
2,3,54,China,Equality
3,1,55,China,Proportionality
4,4,56,China,Loyalty
5,2,57,China,Authority
6,2,58,China,Purity
7,3,59,China,Care
8,4,60,China,Equality
9,1,61,China,Proportionality
10,1,62,China,Loyalty
11,2,63,China,Authority
12,1,64,China,Purity
13,3,65,China,Care
14,4,66,China,Equality
15,3,67,China,Proportionality
16,3,68,China,Loyalty
17,1,69,China,Authority
18,2,70,China,Purity
19,2,71,China,Care
20,4,72,China,Equality
21,3,73,China,Proportionality
22,4,74,China,Loyalty
23,3,75,China,Authority
24,3,76,China,Purity
25,4,77,China,Care
26,1,78,China,Equality
27,5,79,China,Proportionality
28,4,80,China,Loyalty
29,2,81,China,Authority
30,2,82,China,Purity
31,4,83,China,Care
32,3,84,China,Equality
33,4,85,China,Proportionality
34,2,86,China,Loyalty
35,2,87,China,Authority
36,1,88,China,Purity
1,5,89,China,Care
2,2,90,China,Equality
3,5,91,China,Proportionality
4,2,92,China,Loyalty
5,1,93,China,Authority
6,2,94,China,Purity
7,1,95,China,Care
8,2,96,China,Equality
9,4,97,China,Proportionality
10,2,98,China,Loyalty
11,2,99,China,Authority
12,3,100,China,Purity
13,5,101,China,Care
14,3,102,China,Equality
15,4,103,China,Proportionality
16,4,104,China,Loyalty
17,1,105,China,Authority
18,3,106,China,Purity
19,2,107,China,Care
20,4,108,China,Equality
21,4,109,China,Proportionality
22,1,110,China,Loyalty
23,4,111,China,Authority
24,4,112,China,Purity
25,2,113,China,Care
26,4,114,China,Equality
27,4,115,China,Proportionality
28,1,116,China,Loyalty
29,1,117,China,Authority
30,5,118,China,Purity
31,1,119,China,Care
32,1,120,China,Equality
33,1,121,China,Proportionality
34,2,122,China,Loyalty
35,5,123,China,Authority
36,2,124,China,Purity
1,3,125,China,Care
2,4,126,China,Equality
3,3,127,China,Proportionality
4,4,128,China,Loyalty
5,4,129,China,Authority
6,2,130,China,Purity
7,2,131,China,Care
8,2,132,China,Equality
9,1,133,China,Proportionality
10,1,134,China,Loyalty
11,5,135,China,Authority
12,1,136,China,Purity
13,3,137,China,Care
14,2,138,China,Equality
15,2,139,China,Proportionality
16,5,140,China,Loyalty
17,5,141,China,Authority
18,4,142,China,Purity
19,5,143,China,Care
20,5,144,China,Equality
21,4,145,China,Proportionality
22,4,146,China,Loyalty
23,3,147,China,Authority
24,4,148,China,Purity
25,1,149,China,Care
26,1,150,China,Equality
27,1,151,China,Proportionality
28,3,152,China,Loyalty
29,1,153,China,Authority
30,1,154,China,Purity
31,1,155,China,Care
32,4,156,China,Equality
33,3,157,China,Proportionality
34,5,158,China,Loyalty
35,4,159,China,Authority
36,2,160,China,Purity
1,4,161,China,Care
2,2,162,China,Equality
3,3,163,China,Proportionality
4,4,164,China,Loyalty
5,4,165,China,Authority
6,2,166,China,Purity
7,4,167,China,Care
8,1,168,China,Equality
9,3,169,China,Proportionality
10,3,170,China,Loyalty
11,5,171,China,Authority
12,4,172,China,Purity
13,1,173,China,Care
14,1,174,China,Equality
15,4,175,China,Proportionality
16,1,176,China,Loyalty
17,4,177,China,Authority
18,1,178,China,Purity
19,2,179,China,Care
20,2,180,China,Equality
21,1,181,China,Proportionality
22,2,182,China,Loyalty
23,3,183,China,Authority
24,2,184,China,Purity
25,2,185,China,Care
26,5,186,China,Equality
27,3,187,China,Proportionality
28,2,188,China,Loyalty
29,1,189,China,Authority
30,5,190,China,Purity
31,1,191,China,Care
32,1,192,China,Equality
33,4,193,China,Proportionality
34,4,194,China,Loyalty
35,2,195,China,Authority
36,4,196,China,Purity
1,3,197,China,Care
2,4,198,China,Equality
3,4,199,China,Proportionality
4,2,200,China,Loyalty
5,5,201,China,Authority
6,3,202,China,Purity
7,4,203,China,Care
8,4,204,China,Equality
9,4,205,China,Proportionality
10,4,206,China,Loyalty
11,4,207,China,Authority
12,5,208,China,Purity
13,3,209,China,Care
14,4,210,China,Equality
15,3,211,China,Proportionality
16,4,212,China,Loyalty
17,2,213,China,Authority
18,4,214,China,Purity
19,2,215,China,Care
20,4,216,China,Equality
21,4,217,China,Proportionality
22,4,218,China,Loyalty
23,3,219,China,Authority
24,2,220,China,Purity
25,2,221,China,Care
26,3,222,China,Equality
27,5,223,China,Proportionality
28,4,224,China,Loyalty
29,1,225,China,Authority
30,5,226,China,Purity
31,3,227,China,Care
32,5,228,China,Equality
33,1,229,China,Proportionality
34,3,230,China,Loyalty
35,5,231,China,Authority
36,4,232,China,Purity
1,2,233,China,Care
2,2,234,China,Equality
3,4,235,China,Proportionality
4,5,236,China,Loyalty
5,2,237,China,Authority
6,1,238,China,Purity
7,4,239,China,Care
8,1,240,China,Equality
9,4,241,China,Proportionality
10,1,242,China,Loyalty
11,5,243,China,Authority
12,2,244,China,Purity
13,1,245,China,Care
14,2,246,China,Equality
15,2,247,China,Proportionality
16,3,248,China,Loyalty
17,3,249,China,Authority
18,2,250,China,Purity
19,5,251,China,Care
20,3,252,China,Equality
21,1,253,China,Proportionality
22,4,254,China,Loyalty
23,4,255,China,Authority
24,4,256,China,Purity
25,3,257,China,Care
26,2,258,China,Equality
27,1,259,China,Proportionality
28,4,260,China,Loyalty
29,3,261,China,Authority
30,1,262,China,Purity
31,4,263,China,Care
32,2,264,China,Equality
33,1,265,China,Proportionality
34,3,266,China,Loyalty
35,2,267,China,Authority
36,4,268,China,Purity
1,1,269,China,Care
2,2,270,China,Equality
3,3,271,China,Proportionality
4,1,272,China,Loyalty
5,4,273,China,Authority
6,3,274,China,Purity
7,4,275,China,Care
8,4,276,China,Equality
9,1,277,China,Proportionality
10,3,278,China,Loyalty
11,5,279,China,Authority
12,4,280,China,Purity
13,1,281,China,Care
14,5,282,China,Equality
15,4,283,China,Proportionality
16,2,284,China,Loyalty
17,5,285,China,Authority
18,5,286,China,Purity
19,3,287,China,Care
20,4,288,China,Equality
21,2,289,China,Proportionality
22,2,290,China,Loyalty
23,4,291,China,Authority
24,2,292,China,Purity
25,4,293,China,Care
26,2,294,China,Equality
27,3,295,China,Proportionality
28,4,296,China,Loyalty
29,1,297,China,Authority
30,2,298,China,Purity
31,1,299,China,Care
32,2,300,China,Equality
33,5,301,China,Proportionality
34,5,302,China,Loyalty
35,4,303,China,Authority
36,3,304,China,Purity
1,4,305,China,Care
2,3,306,China,Equality
3,2,307,China,Proportionality
4,1,308,China,Loyalty
5,3,309,China,Authority
6,1,310,China,Purity
7,4,311,China,Care
8,2,312,China,Equality
9,1,313,China,Proportionality
10,2,314,China,Loyalty
11,3,315,China,Authority
12,2,316,China,Purity
13,4,317,China,Care
14,4,318,China,Equality
15,4,319,China,Proportionality
16,5,320,China,Loyalty
17,4,321,China,Authority
18,4,322,China,Purity
19,1,323,China,Care
20,2,324,China,Equality
21,2,325,China,Proportionality
22,4,326,China,Loyalty
23,1,327,China,Authority
24,2,328,China,Purity
25,5,329,China,Care
26,4,330,China,Equality
27,2,331,China,Proportionality
28,5,332,China,Loyalty
29,2,333,China,Authority
30,5,334,China,Purity
31,2,335,China,Care
32,4,336,China,Equality
33,2,337,China,Proportionality
34,4,338,China,Loyalty
35,2,339,China,Authority
36,4,340,China,Purity
1,3,341,China,Care
2,4,342,China,Equality
3,2,343,China,Proportionality
4,1,344,China,Loyalty
5,4,345,China,Authority
6,4,346,China,Purity
7,4,347,China,Care
8,1,348,China,Equality
9,1,349,China,Proportionality
10,1,350,China,Loyalty
11,5,351,China,Authority
12,1,352,China,Purity
13,1,353,China,Care
14,1,354,China,Equality
15,2,355,China,Proportionality
16,1,356,China,Loyalty
17,3,357,China,Authority
18,5,358,China,Purity
19,3,359,China,Care
20,5,360,China,Equality
21,4,361,China,Proportionality
22,4,362,China,Loyalty
23,3,363,China,Authority
24,4,364,China,Purity
25,1,365,China,Care
26,2,366,China,Equality
27,5,367,China,Proportionality
28,3,368,China,Loyalty
29,3,369,China,Authority
30,2,370,China,Purity
31,2,371,China,Care
32,1,372,China,Equality
33,2,373,China,Proportionality
34,1,374,China,Loyalty
35,1,375,China,Authority
36,1,376,China,Purity
1,4,377,China,Care
2,2,378,China,Equality
3,4,379,China,Proportionality
4,4,380,China,Loyalty
5,4,381,China,Authority
6,4,382,China,Purity
7,4,383,China,Care
8,2,384,China,Equality
9,4,385,China,Proportionality
10,4,386,China,Loyalty
11,5,387,China,Authority
12,4,388,China,Purity
13,4,389,China,Care
14,2,390,China,Equality
15,2,391,China,Proportionality
16,5,392,China,Loyalty
17,2,393,China,Authority
18,4,394,China,Purity
19,4,395,China,Care
20,2,396,China,Equality
21,2,397,China,Proportionality
22,3,398,China,Loyalty
23,2,399,China,Authority
24,3,400,China,Purity
25,3,401,China,Care
26,2,402,China,Equality
27,2,403,China,Proportionality
28,5,404,China,Loyalty
29,2,405,China,Authority
30,1,406,China,Purity
31,1,407,China,Care
32,4,408,China,Equality
33,4,409,China,Proportionality
34,1,410,China,Loyalty
35,2,411,China,Authority
36,1,412,China,Purity
1,2,413,China,Care
2,3,414,China,Equality
3,2,415,China,Proportionality
4,5,416,China,Loyalty
5,4,417,China,Authority
6,5,418,China,Purity
7,4,419,China,Care
8,5,420,China,Equality
9,4,421,China,Proportionality
10,4,422,China,Loyalty
11,3,423,China,Authority
12,4,424,China,Purity
13,3,425,China,Care
14,4,426,China,Equality
15,2,427,China,Proportionality
16,5,428,China,Loyalty
17,4,429,China,Authority
18,1,430,China,Purity
19,3,431,China,Care
20,3,432,China,Equality
21,5,433,China,Proportionality
22,2,434,China,Loyalty
23,2,435,China,Authority
24,2,436,China,Purity
25,4,437,China,Care
26,1,438,China,Equality
27,1,439,China,Proportionality
28,1,440,China,Loyalty
29,4,441,China,Authority
30,2,442,China,Purity
31,3,443,China,Care
32,3,444,China,Equality
33,3,445,China,Proportionality
34,1,446,China,Loyalty
35,4,447,China,Authority
36,2,448,China,Purity
1,1,449,China,Care
2,2,450,China,Equality
3,3,451,China,Proportionality
4,2,452,China,Loyalty
5,4,453,China,Authority
6,1,454,China,Purity
7,1,455,China,Care
8,4,456,China,Equality
9,3,457,China,Proportionality
10,5,458,China,Loyalty
11,4,459,China,Authority
12,5,460,China,Purity
13,3,461,China,Care
14,3,462,China,Equality
15,1,463,China,Proportionality
16,2,464,China,Loyalty
17,4,465,China,Authority
18,2,466,China,Purity
19,5,467,China,Care
20,4,468,China,Equality
21,2,469,China,Proportionality
22,1,470,China,Loyalty
23,5,471,China,Authority
24,4,472,China,Purity
25,4,473,China,Care
26,5,474,China,Equality
27,1,475,China,Proportionality
28,2,476,China,Loyalty
29,2,477,China,Authority
30,4,478,China,Purity
31,4,479,China,Care
32,2,480,China,Equality
33,1,481,China,Proportionality
34,3,482,China,Loyalty
35,3,483,China,Authority
36,1,484,China,Purity
1,3,485,China,Care
2,4,486,China,Equality
3,5,487,China,Proportionality
4,3,488,China,Loyalty
5,2,489,China,Authority
6,2,490,China,Purity
7,5,491,China,Care
8,5,492,China,Equality
9,1,493,China,Proportionality
10,4,494,China,Loyalty
11,1,495,China,Authority
12,5,496,China,Purity
13,4,497,China,Care
14,3,498,China,Equality
15,5,499,China,Proportionality
16,2,500,China,Loyalty
17,3,501,China,Authority
18,4,502,China,Purity
19,4,503,China,Care
20,2,504,China,Equality
21,4,505,China,Proportionality
22,5,506,China,Loyalty
23,3,507,China,Authority
24,2,508,China,Purity
25,4,509,China,Care
26,3,510,China,Equality
27,1,511,China,Proportionality
28,2,512,China,Loyalty
29,1,513,China,Authority
30,2,514,China,Purity
31,3,515,China,Care
32,4,516,China,Equality
33,3,517,China,Proportionality
34,3,1,China,Loyalty
35,3,2,China,Authority
36,4,3,China,Purity
1,1,4,China,Care
2,1,5,China,Equality
3,4,6,China,Proportionality
4,4,7,China,Loyalty
5,1,8,China,Authority
6,5,9,China,Purity
7,3,10,China,Care
8,2,11,China,Equality
9,5,12,China,Proportionality
10,2,13,China,Loyalty
11,4,14,China,Authority
12,5,15,China,Purity
13,5,16,China,Care
14,2,17,China,Equality
15,2,18,China,Proportionality
16,3,19,China,Loyalty
17,1,20,China,Authority
18,4,21,China,Purity
19,4,22,China,Care
20,2,23,China,Equality
21,1,24,China,Proportionality
22,3,25,China,Loyalty
23,2,26,China,Authority
24,3,27,China,Purity
25,1,28,China,Care
26,3,29,China,Equality
27,1,30,China,Proportionality
28,2,31,China,Loyalty
29,4,32,China,Authority
30,5,33,China,Purity
31,4,34,China,Care
32,1,35,China,Equality
33,5,36,China,Proportionality
34,1,37,China,Loyalty
35,1,38,China,Authority
36,1,39,China,Purity
1,5,40,China,Care
2,5,41,China,Equality
3,5,42,China,Proportionality
4,5,43,China,Loyalty
5,5,44,China,Authority
6,3,45,China,Purity
7,4,46,China,Care
8,3,47,China,Equality
9,5,48,China,Proportionality
10,5,49,China,Loyalty
11,4,50,China,Authority
12,5,51,China,Purity
13,4,52,China,Care
14,4,53,China,Equality
15,4,54,China,Proportionality
16,5,55,China,Loyalty
17,2,56,China,Authority
18,2,57,China,Purity
19,4,58,China,Care
20,2,59,China,Equality
21,4,60,China,Proportionality
22,4,61,China,Loyalty
23,4,62,China,Authority
24,5,63,China,Purity
25,5,64,China,Care
26,4,65,China,Equality
27,3,66,China,Proportionality
28,2,67,China,Loyalty
29,5,68,China,Authority
30,3,69,China,Purity
31,4,70,China,Care
32,4,71,China,Equality
33,3,72,China,Proportionality
34,3,73,China,Loyalty
35,4,74,China,Authority
36,4,75,China,Purity
1,3,76,China,Care
2,2,77,China,Equality
3,4,78,China,Proportionality
4,3,79,China,Loyalty
5,4,80,China,Authority
6,1,81,China,Purity
7,3,82,China,Care
